INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PUBLISHED_DATE,SHIMIPREDICTOR
FUTURE,126,ADMISSION_MONTH_3,-0.429620002049824,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,126,ADMISSION_MONTH_3,-0.34594657840277176,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,126,ADMISSION_MONTH_3,-0.03000829860076304,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,127,ADMISSION_MONTH_3,0.2045149745565767,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,127,ADMISSION_MONTH_3,0.1839077797298379,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,127,ADMISSION_MONTH_3,0.1870886904984528,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,128,ADMISSION_MONTH_3,0.10657034320987446,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,128,ADMISSION_MONTH_3,0.1257133446329397,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,128,ADMISSION_MONTH_3,0.14167887126571818,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,129,ADMISSION_MONTH_3,-0.11061831655199522,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,129,ADMISSION_MONTH_3,-0.2986030836125416,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,129,ADMISSION_MONTH_3,-0.5349664297796114,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,13,ADMISSION_MONTH_3,0.15079146938971494,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,13,ADMISSION_MONTH_3,0.13909953195932445,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,13,ADMISSION_MONTH_3,0.11141790979509317,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,130,ADMISSION_MONTH_3,0.07742862168560613,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,130,ADMISSION_MONTH_3,0.055479826653512615,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,130,ADMISSION_MONTH_3,0.04824469210503354,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,131,ADMISSION_MONTH_3,0.4068774899519076,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,131,ADMISSION_MONTH_3,0.40428763373294263,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,131,ADMISSION_MONTH_3,0.4059136761414929,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,132,ADMISSION_MONTH_3,0.06341718462454032,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,132,ADMISSION_MONTH_3,0.03830549205346798,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,132,ADMISSION_MONTH_3,0.04453765698992926,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,133,ADMISSION_MONTH_3,0.13314593651810394,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,133,ADMISSION_MONTH_3,0.14230508270030268,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,133,ADMISSION_MONTH_3,0.0898029723399994,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,134,ADMISSION_MONTH_3,0.16211145526776455,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,134,ADMISSION_MONTH_3,0.13136822946281687,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,134,ADMISSION_MONTH_3,0.09987232009586053,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,135,ADMISSION_MONTH_3,0.08374528447752665,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,135,ADMISSION_MONTH_3,0.0882829986490921,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,135,ADMISSION_MONTH_3,0.0926570436734862,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,136,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,136,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,136,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,137,ADMISSION_MONTH_3,-0.10646896450499371,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,137,ADMISSION_MONTH_3,-0.1014506133442647,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,137,ADMISSION_MONTH_3,-0.10168110841196605,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,138,ADMISSION_MONTH_3,0.31360086124941033,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,138,ADMISSION_MONTH_3,-1.2058484368050657,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,138,ADMISSION_MONTH_3,-1.223731770138399,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,139,ADMISSION_MONTH_3,0.1154906510245545,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,139,ADMISSION_MONTH_3,0.10825431514925106,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,139,ADMISSION_MONTH_3,0.12221170924649447,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,14,ADMISSION_MONTH_3,0.02722201847303924,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,14,ADMISSION_MONTH_3,0.025216394651692484,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,14,ADMISSION_MONTH_3,0.026022856689056812,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,140,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,140,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,140,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,141,ADMISSION_MONTH_3,-0.5573682448369938,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,141,ADMISSION_MONTH_3,-0.5762324585959442,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,141,ADMISSION_MONTH_3,-0.4941429895215549,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,142,ADMISSION_MONTH_3,0.11580192985324031,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,142,ADMISSION_MONTH_3,0.06118626897191701,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,142,ADMISSION_MONTH_3,0.18986408927802048,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,15,ADMISSION_MONTH_3,-0.031687017223211884,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,15,ADMISSION_MONTH_3,-0.05359932822534688,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,15,ADMISSION_MONTH_3,-0.050563775574679864,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,16,ADMISSION_MONTH_3,-0.18222907124884513,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,16,ADMISSION_MONTH_3,-0.40096628985743554,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,16,ADMISSION_MONTH_3,-0.05995207629484045,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,17,ADMISSION_MONTH_3,-0.32971612775453185,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,17,ADMISSION_MONTH_3,-0.3298239649583775,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,17,ADMISSION_MONTH_3,-0.329724008044172,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,18,ADMISSION_MONTH_3,0.058418755892628405,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,18,ADMISSION_MONTH_3,0.05811757079786189,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,18,ADMISSION_MONTH_3,0.05807422280195694,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,19,ADMISSION_MONTH_3,0.038558917562203504,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,19,ADMISSION_MONTH_3,0.11867545076687641,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,19,ADMISSION_MONTH_3,0.04176334803991649,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,2,ADMISSION_MONTH_3,0.18544198100924392,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,2,ADMISSION_MONTH_3,0.16942810987134008,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,2,ADMISSION_MONTH_3,0.16301628896089748,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,20,ADMISSION_MONTH_3,-0.22617408522523005,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,20,ADMISSION_MONTH_3,-0.2280081252447388,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,20,ADMISSION_MONTH_3,-0.22723192940664821,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,21,ADMISSION_MONTH_3,0.050570977357686994,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,21,ADMISSION_MONTH_3,0.04880141406122624,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,21,ADMISSION_MONTH_3,0.047039939180042796,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,22,ADMISSION_MONTH_3,-0.11700342195889503,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,22,ADMISSION_MONTH_3,-0.17080505099028048,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,22,ADMISSION_MONTH_3,-0.08627436779361589,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,23,ADMISSION_MONTH_3,0.0007366283296784387,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,23,ADMISSION_MONTH_3,0.021287222921807805,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,23,ADMISSION_MONTH_3,0.015942085039233007,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,24,ADMISSION_MONTH_3,-0.01705042003837857,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,24,ADMISSION_MONTH_3,-0.040696785966831836,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,24,ADMISSION_MONTH_3,-0.028781976097457314,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,25,ADMISSION_MONTH_3,-0.42924285857564237,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,25,ADMISSION_MONTH_3,0.5497064890009343,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,25,ADMISSION_MONTH_3,-0.4297373086909164,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,26,ADMISSION_MONTH_3,-0.16222218009757008,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,26,ADMISSION_MONTH_3,-0.34336105437984776,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,26,ADMISSION_MONTH_3,-0.49787495018824535,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,27,ADMISSION_MONTH_3,0.0012923766771059768,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,27,ADMISSION_MONTH_3,-0.031015160335423574,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,27,ADMISSION_MONTH_3,-0.09077182504391745,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,28,ADMISSION_MONTH_3,-0.11156767584129848,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,28,ADMISSION_MONTH_3,0.04829001975755179,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,28,ADMISSION_MONTH_3,-0.0021333870946812807,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,29,ADMISSION_MONTH_3,0.12820463734801313,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,29,ADMISSION_MONTH_3,-0.25755414143776095,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,29,ADMISSION_MONTH_3,-0.3725490605824292,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,3,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,3,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,3,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,30,ADMISSION_MONTH_3,0.09302723842345514,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,30,ADMISSION_MONTH_3,0.09493488514044607,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,30,ADMISSION_MONTH_3,0.09451477466165144,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,31,ADMISSION_MONTH_3,-0.007551451501993602,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,31,ADMISSION_MONTH_3,0.001698790485609356,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,31,ADMISSION_MONTH_3,0.0015752520922938805,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,32,ADMISSION_MONTH_3,-0.03430525429824383,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,32,ADMISSION_MONTH_3,-0.1165921499598173,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,32,ADMISSION_MONTH_3,-0.15190003973307936,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,33,ADMISSION_MONTH_3,1.3100950332095904,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,33,ADMISSION_MONTH_3,1.3380200332095904,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,33,ADMISSION_MONTH_3,1.5245697852895086,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,34,ADMISSION_MONTH_3,-0.04429333668784795,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,34,ADMISSION_MONTH_3,-0.033227016840513594,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,34,ADMISSION_MONTH_3,-0.04339254455878239,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,35,ADMISSION_MONTH_3,-0.10572371669833111,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,35,ADMISSION_MONTH_3,-0.10704295172729389,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,35,ADMISSION_MONTH_3,-0.10402329551715632,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,36,ADMISSION_MONTH_3,-0.002264206856363733,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,36,ADMISSION_MONTH_3,-0.010560706588105205,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,36,ADMISSION_MONTH_3,-0.012776944545641919,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,37,ADMISSION_MONTH_3,0.19529721870219302,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,37,ADMISSION_MONTH_3,0.25127690597705554,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,37,ADMISSION_MONTH_3,0.2320449702364128,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,38,ADMISSION_MONTH_3,-0.02153219311718585,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,38,ADMISSION_MONTH_3,-0.02534752332498319,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,38,ADMISSION_MONTH_3,-0.010188659041180548,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,39,ADMISSION_MONTH_3,0.07159192491426739,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,39,ADMISSION_MONTH_3,0.07208123811977327,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,39,ADMISSION_MONTH_3,0.07181007476436783,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,4,ADMISSION_MONTH_3,0.07500404566717182,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,4,ADMISSION_MONTH_3,0.07389694068533204,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,4,ADMISSION_MONTH_3,0.09171598934389419,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,40,ADMISSION_MONTH_3,6.908313912523224e-05,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,40,ADMISSION_MONTH_3,0.00015535762278390464,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,40,ADMISSION_MONTH_3,8.977467078079798e-05,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,41,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,41,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,41,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,42,ADMISSION_MONTH_3,-4.0126808326506165,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,42,ADMISSION_MONTH_3,-3.2367613849606705,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,42,ADMISSION_MONTH_3,-2.693607676890619,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,43,ADMISSION_MONTH_3,0.05716259666312057,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,43,ADMISSION_MONTH_3,0.054860335135928084,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,43,ADMISSION_MONTH_3,0.10194957298503476,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,44,ADMISSION_MONTH_3,0.1968695080851171,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,44,ADMISSION_MONTH_3,0.11416292326761496,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,44,ADMISSION_MONTH_3,0.0697807928550298,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,45,ADMISSION_MONTH_3,-0.6129022768775392,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,45,ADMISSION_MONTH_3,-0.6128184388644271,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,45,ADMISSION_MONTH_3,-0.6126607224981124,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,46,ADMISSION_MONTH_3,0.13295117713694748,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,46,ADMISSION_MONTH_3,0.1490146739086733,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,46,ADMISSION_MONTH_3,0.14640002875590274,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,47,ADMISSION_MONTH_3,0.049001160963916754,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,47,ADMISSION_MONTH_3,0.04261124513651697,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,47,ADMISSION_MONTH_3,0.04199536402306442,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,48,ADMISSION_MONTH_3,-0.1445017932170157,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,48,ADMISSION_MONTH_3,-0.11593913300960369,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,48,ADMISSION_MONTH_3,-0.12217058971611462,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,49,ADMISSION_MONTH_3,0.21681639464040003,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,49,ADMISSION_MONTH_3,0.18430737052661433,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,49,ADMISSION_MONTH_3,0.21435521088562315,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,5,ADMISSION_MONTH_3,0.4639351251069385,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,5,ADMISSION_MONTH_3,0.48338922681185187,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,5,ADMISSION_MONTH_3,0.5136967933515799,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,50,ADMISSION_MONTH_3,-0.07120457087155307,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,50,ADMISSION_MONTH_3,-0.0710890783812294,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,50,ADMISSION_MONTH_3,-0.0710700977706553,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,51,ADMISSION_MONTH_3,0.4142426137718791,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,51,ADMISSION_MONTH_3,0.5565146653937882,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,51,ADMISSION_MONTH_3,0.6730473818817109,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,52,ADMISSION_MONTH_3,3.579192763186058e-07,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,52,ADMISSION_MONTH_3,5.548528519824852e-07,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,52,ADMISSION_MONTH_3,2.5999465157405695e-06,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,53,ADMISSION_MONTH_3,0.04369497711873567,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,53,ADMISSION_MONTH_3,-0.03433431381166448,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,53,ADMISSION_MONTH_3,-0.1423204076620877,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,54,ADMISSION_MONTH_3,-0.07756725274108112,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,54,ADMISSION_MONTH_3,-0.10917759591601237,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,54,ADMISSION_MONTH_3,-0.16014064317823995,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,55,ADMISSION_MONTH_3,0.03257259675359394,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,55,ADMISSION_MONTH_3,0.038463551684703244,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,55,ADMISSION_MONTH_3,0.03730897896353522,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,56,ADMISSION_MONTH_3,-0.0068993004370571705,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,56,ADMISSION_MONTH_3,0.0012830286574005581,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,56,ADMISSION_MONTH_3,-0.00023860063485786251,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,57,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,57,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,57,ADMISSION_MONTH_3,0.0,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,58,ADMISSION_MONTH_3,0.08091830510929371,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,58,ADMISSION_MONTH_3,-0.2564814206993479,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,58,ADMISSION_MONTH_3,-0.2563908797256739,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,59,ADMISSION_MONTH_3,-0.16588144970304344,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,59,ADMISSION_MONTH_3,-0.0801609860144676,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,59,ADMISSION_MONTH_3,0.13326388003395803,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,6,ADMISSION_MONTH_3,0.1875990940044495,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,6,ADMISSION_MONTH_3,0.19074752128797254,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,6,ADMISSION_MONTH_3,0.187727701507902,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,60,ADMISSION_MONTH_3,-0.2069320683087382,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,60,ADMISSION_MONTH_3,-0.20672410939663377,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,60,ADMISSION_MONTH_3,-0.20687253344422954,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,61,ADMISSION_MONTH_3,0.0554533346758725,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,61,ADMISSION_MONTH_3,0.11249808564896555,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,61,ADMISSION_MONTH_3,0.08701285321900479,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
FUTURE,62,ADMISSION_MONTH_3,0.12676266326801233,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201811201910
FUTURE,62,ADMISSION_MONTH_3,0.11663521767858054,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201812201911
FUTURE,62,ADMISSION_MONTH_3,0.10504607110959899,FUTURE,FUTURE,FUTURE,FUTURE,20200327,201901201912
